ekatte,region,municipality,settlement,permanent_06_2020,current_06_2020
48516,ГАБРОВО,ГАБРОВО,С. МИХАЙЛОВЦИ,16,32
48605,ГАБРОВО,ГАБРОВО,С. МИЧКОВЦИ,26,47
49237,ГАБРОВО,ГАБРОВО,С. МРАХОРИ,16,41
49299,ГАБРОВО,ГАБРОВО,С. МУЗГА,116,163
51715,ГАБРОВО,ГАБРОВО,С. НИКОЛЧОВЦИ,30,35
51843,ГАБРОВО,ГАБРОВО,С. НОВАКОВЦИ,86,192
53151,ГАБРОВО,ГАБРОВО,С. ОВОЩАРЦИ,0,3
53948,ГАБРОВО,ГАБРОВО,С. ОРЛОВЦИ,14,47
55498,ГАБРОВО,ГАБРОВО,С. ПАРЧОВЦИ,20,16
55717,ГАБРОВО,ГАБРОВО,С. ПЕЙОВЦИ,10,9
55796,ГАБРОВО,ГАБРОВО,С. ПЕНКОВЦИ,4,16
56191,ГАБРОВО,ГАБРОВО,С. ПЕТРОВЦИ,0,20
56229,ГАБРОВО,ГАБРОВО,С. ПЕЦОВЦИ,21,29
57532,ГАБРОВО,ГАБРОВО,С. ПОПАРИ,0,3
57675,ГАБРОВО,ГАБРОВО,С. ПОПОВЦИ,471,502
59327,ГАБРОВО,ГАБРОВО,С. ПОТОК,3,5
58102,ГАБРОВО,ГАБРОВО,С. ПРАХАЛИ,29,54
59300,ГАБРОВО,ГАБРОВО,С. ПРОДАНОВЦИ,6,3
59135,ГАБРОВО,ГАБРОВО,С. ПЪРТЕВЦИ,2,3
61902,ГАБРОВО,ГАБРОВО,С. РАЙНОВЦИ,69,160
62245,ГАБРОВО,ГАБРОВО,С. РАХОВЦИ,31,67
62253,ГАБРОВО,ГАБРОВО,С. РАЧЕВЦИ,9,26
62400,ГАБРОВО,ГАБРОВО,С. РЕДЕШКОВЦИ,0,5
63296,ГАБРОВО,ГАБРОВО,С. РУЙЧОВЦИ,1,8
63690,ГАБРОВО,ГАБРОВО,С. РЯЗКОВЦИ,35,53
65680,ГАБРОВО,ГАБРОВО,С. СВИНАРСКИ ДОЛ,4,9
65989,ГАБРОВО,ГАБРОВО,С. СЕДЯНКОВЦИ,22,53
66007,ГАБРОВО,ГАБРОВО,С. СЕЙКОВЦИ,2,4
66161,ГАБРОВО,ГАБРОВО,С. СЕМЕРДЖИИТЕ,0,1
67533,ГАБРОВО,ГАБРОВО,С. СМИЛОВЦИ,10,42
67996,ГАБРОВО,ГАБРОВО,С. СОЛАРИ,6,12
68165,ГАБРОВО,ГАБРОВО,С. СПАНЦИ,4,7
68210,ГАБРОВО,ГАБРОВО,С. СПАСОВЦИ,5,9
68919,ГАБРОВО,ГАБРОВО,С. СТАРИЛКОВЦИ,2,4
69211,ГАБРОВО,ГАБРОВО,С. СТЕФАНОВО,3,8
69287,ГАБРОВО,ГАБРОВО,С. СТОЕВЦИ,60,151
70768,ГАБРОВО,ГАБРОВО,С. СТОЙКОВЦИ,8,14
69403,ГАБРОВО,ГАБРОВО,С. СТОЙЧОВЦИ,17,41
69479,ГАБРОВО,ГАБРОВО,С. СТОМАНЕЦИТЕ,7,37
70442,ГАБРОВО,ГАБРОВО,С. СЪБОТКОВЦИ,31,54
72597,ГАБРОВО,ГАБРОВО,С. ТОДОРОВЦИ,1,12
81637,ГАБРОВО,ГАБРОВО,С. ТОДОРЧЕТА,4,22
72878,ГАБРОВО,ГАБРОВО,С. ТОРБАЛЪЖИТЕ,1,32
72998,ГАБРОВО,ГАБРОВО,С. ТРАПЕСКОВЦИ,6,40
73290,ГАБРОВО,ГАБРОВО,С. ТРЪНИТО,105,151
75099,ГАБРОВО,ГАБРОВО,С. УЗУНИТЕ,2,14
76217,ГАБРОВО,ГАБРОВО,С. ФЪРГОВЦИ,11,31
77164,ГАБРОВО,ГАБРОВО,С. ХАРАЧЕРИТЕ,9,52
78302,ГАБРОВО,ГАБРОВО,С. ЦВЯТКОВЦИ,1,23
80056,ГАБРОВО,ГАБРОВО,С. ЧАВЕИ,12,40
81904,ГАБРОВО,ГАБРОВО,С. ЧАРКОВО,162,161
81918,ГАБРОВО,ГАБРОВО,С. ЧЕРВЕНА ЛОКВА,3,1
80889,ГАБРОВО,ГАБРОВО,С. ЧЕРНЕВЦИ,8,15
81431,ГАБРОВО,ГАБРОВО,С. ЧИТАКОВЦИ,7,10
81685,ГАБРОВО,ГАБРОВО,С. ЧУКИЛИТЕ,10,13
83034,ГАБРОВО,ГАБРОВО,С. ШАРАНИ,1,6
83260,ГАБРОВО,ГАБРОВО,С. ШИПЧЕНИТЕ,2,10
87120,ГАБРОВО,ГАБРОВО,С. ЯВОРЕЦ,722,698
87432,ГАБРОВО,ГАБРОВО,С. ЯНКОВЦИ,86,163
87607,ГАБРОВО,ГАБРОВО,С. ЯСЕНИТЕ,6,21
23947,ГАБРОВО,ДРЯНОВО,ГР. ДРЯНОВО,7908,7366
02378,ГАБРОВО,ДРЯНОВО,С. БАЛВАНЦИТЕ,2,8
07185,ГАБРОВО,ДРЯНОВО,С. БУЧУКОВЦИ,2,11
14458,ГАБРОВО,ДРЯНОВО,С. ГАНЧОВЕЦ,126,182
14762,ГАБРОВО,ДРЯНОВО,С. ГЕНЯ,3,8
14859,ГАБРОВО,ДРЯНОВО,С. ГЕША,6,15
15223,ГАБРОВО,ДРЯНОВО,С. ГЛУШКА,3,8
15357,ГАБРОВО,ДРЯНОВО,С. ГОЗДЕЙКА,7,21
15463,ГАБРОВО,ДРЯНОВО,С. ГОЛЕМИ БЪЛГАРЕНИ,0,3
16479,ГАБРОВО,ДРЯНОВО,С. ГОРНИ ВЪРПИЩА,1,7
17350,ГАБРОВО,ДРЯНОВО,С. ГОСТИЛИЦА,207,288
20660,ГАБРОВО,ДРЯНОВО,С. ДЕНЧЕВЦИ,5,22
21261,ГАБРОВО,ДРЯНОВО,С. ДЛЪГНЯ,10,90
21395,ГАБРОВО,ДРЯНОВО,С. ДОБРЕНИТЕ,1,1
22352,ГАБРОВО,ДРЯНОВО,С. ДОЛНИ ВЪРПИЩА,0,5
22397,ГАБРОВО,ДРЯНОВО,С. ДОЛНИ ДРАГОЙЧА,2,3
23042,ГАБРОВО,ДРЯНОВО,С. ДОЧА,1,3
27276,ГАБРОВО,ДРЯНОВО,С. ЕЛЕНЦИТЕ,0,2
30418,ГАБРОВО,ДРЯНОВО,С. ЗАЯ,22,59
32319,ГАБРОВО,ДРЯНОВО,С. ИГНАТОВЦИ,1,0
32812,ГАБРОВО,ДРЯНОВО,С. ИСКРА,2,6
35465,ГАБРОВО,ДРЯНОВО,С. КАЛОМЕН,7,8
36261,ГАБРОВО,ДРЯНОВО,С. КАРАИВАНЦА,17,22
36628,ГАБРОВО,ДРЯНОВО,С. КАТРАНДЖИИ,14,63
36751,ГАБРОВО,ДРЯНОВО,С. КЕРЕКА,15,173
38710,ГАБРОВО,ДРЯНОВО,С. КОСАРКА,32,79
40316,ГАБРОВО,ДРЯНОВО,С. КРЪНЧА,1,5
40587,ГАБРОВО,ДРЯНОВО,С. КУМАНИТЕ,4,22
46485,ГАБРОВО,ДРЯНОВО,С. МАЛКИ БЪЛГАРЕНИ,0,8
47127,ГАБРОВО,ДРЯНОВО,С. МАНОЯ,36,65
55703,ГАБРОВО,ДРЯНОВО,С. ПЕЙНА,3,7
56023,ГАБРОВО,ДРЯНОВО,С. ПЕТКОВЦИ,0,1
61296,ГАБРОВО,ДРЯНОВО,С. РАДАНЧЕТО,5,12
61529,ГАБРОВО,ДРЯНОВО,С. РАДОВЦИ,109,111
62726,ГАБРОВО,ДРЯНОВО,С. РИТЯ,0,7
63330,ГАБРОВО,ДРЯНОВО,С. РУНЯ,9,40
63447,ГАБРОВО,ДРЯНОВО,С. РУСИНОВЦИ,3,5
65162,ГАБРОВО,ДРЯНОВО,С. САЛАСУКА,6,9
66768,ГАБРОВО,ДРЯНОВО,С. СКАЛСКО,49,94
66977,ГАБРОВО,ДРЯНОВО,С. СЛАВЕЙКОВО,28,36
67934,ГАБРОВО,ДРЯНОВО,С. СОКОЛОВО,15,47
70696,ГАБРОВО,ДРЯНОВО,С. СЯРОВЦИ,0,15
73465,ГАБРОВО,ДРЯНОВО,С. ТУРКИНЧА,10,58
12677,ГАБРОВО,ДРЯНОВО,С. ЦАРЕВА ЛИВАДА,560,626
81726,ГАБРОВО,ДРЯНОВО,С. ЧУКОВО,10,24
83555,ГАБРОВО,ДРЯНОВО,С. ШУШНЯ,1,1
87463,ГАБРОВО,ДРЯНОВО,С. ЯНТРА,29,83
65927,ГАБРОВО,СЕВЛИЕВО,ГР. СЕВЛИЕВО,25372,23175
00103,ГАБРОВО,СЕВЛИЕВО,С. АГАТОВО,304,342
02885,ГАБРОВО,СЕВЛИЕВО,С. БАТОШЕВО,878,859
03914,ГАБРОВО,СЕВЛИЕВО,С. БЕРИЕВО,209,273
04474,ГАБРОВО,СЕВЛИЕВО,С. БОАЗЪТ,16,30
04555,ГАБРОВО,СЕВЛИЕВО,С. БОГАТОВО,301,423
07082,ГАБРОВО,СЕВЛИЕВО,С. БУРЯ,146,171
13069,ГАБРОВО,СЕВЛИЕВО,С. ВАЛЕВЦИ,10,19
11960,ГАБРОВО,СЕВЛИЕВО,С. ВОЙНИШКА,0,15
16376,ГАБРОВО,СЕВЛИЕВО,С. ГОРНА РОСИЦА,550,697
17542,ГАБРОВО,СЕВЛИЕВО,С. ГРАДИЩЕ,78,126
17587,ГАБРОВО,СЕВЛИЕВО,С. ГРАДНИЦА,1136,1198
20119,ГАБРОВО,СЕВЛИЕВО,С. ДАМЯНОВО,379,440
20287,ГАБРОВО,СЕВЛИЕВО,С. ДЕБЕЛЦОВО,2,3
21227,ГАБРОВО,СЕВЛИЕВО,С. ДИСМАНИЦА,1,2
21628,ГАБРОВО,СЕВЛИЕВО,С. ДОБРОМИРКА,576,674
24178,ГАБРОВО,СЕВЛИЕВО,С. ДУШЕВО,1587,1441
24181,ГАБРОВО,СЕВЛИЕВО,С. ДУШЕВСКИ КОЛИБИ,9,12
27485,ГАБРОВО,СЕВЛИЕВО,С. ЕНЕВ РЪТ,6,13
32336,ГАБРОВО,СЕВЛИЕВО,С. ИДИЛЕВО,95,131
36347,ГАБРОВО,СЕВЛИЕВО,С. КАРАМИЧЕВЦИ,21,18
36600,ГАБРОВО,СЕВЛИЕВО,С. КАСТЕЛ,11,18
38621,ГАБРОВО,СЕВЛИЕВО,С. КОРИЯТА,5,8
38652,ГАБРОВО,СЕВЛИЕВО,С. КОРМЯНСКО,585,704
39431,ГАБРОВО,СЕВЛИЕВО,С. КРАМОЛИН,382,437
40141,ГАБРОВО,СЕВЛИЕВО,С. КРУШЕВО,417,549
40275,ГАБРОВО,СЕВЛИЕВО,С. КРЪВЕНИК,175,216
40659,ГАБРОВО,СЕВЛИЕВО,С. КУПЕН,16,21
43966,ГАБРОВО,СЕВЛИЕВО,С. ЛОВНИДОЛ,150,279
46509,ГАБРОВО,СЕВЛИЕВО,С. МАЛКИ ВЪРШЕЦ,121,180
48670,ГАБРОВО,СЕВЛИЕВО,С. МЛАДЕН,79,121
48742,ГАБРОВО,СЕВЛИЕВО,С. МЛЕЧЕВО,64,120
56037,ГАБРОВО,СЕВЛИЕВО,С. ПЕТКО СЛАВЕЙКОВ,1124,1084
57755,ГАБРОВО,СЕВЛИЕВО,С. ПОПСКА,22,23
63673,ГАБРОВО,СЕВЛИЕВО,С. РЯХОВЦИТЕ,1402,1409
70799,ГАБРОВО,СЕВЛИЕВО,С. СЕЛИЩЕ,79,95
66216,ГАБРОВО,СЕВЛИЕВО,С. СЕННИК,620,697
69417,ГАБРОВО,СЕВЛИЕВО,С. СТОКИТЕ,164,238
69451,ГАБРОВО,СЕВЛИЕВО,С. СТОЛЪТ,211,274
72031,ГАБРОВО,СЕВЛИЕВО,С. ТАБАШКА,35,50
73434,ГАБРОВО,СЕВЛИЕВО,С. ТУМБАЛОВО,55,62
73763,ГАБРОВО,СЕВЛИЕВО,С. ТЪРХОВО,52,92
75037,ГАБРОВО,СЕВЛИЕВО,С. УГОРЕЛЕЦ,23,29
77253,ГАБРОВО,СЕВЛИЕВО,С. ХИРЕВО,121,155
83435,ГАБРОВО,СЕВЛИЕВО,С. ШОПИТЕ,0,4
83497,ГАБРОВО,СЕВЛИЕВО,С. ШУМАТА,992,920
56719,ГАБРОВО,ТРЯВНА,ГР. ПЛАЧКОВЦИ,1681,1561
73403,ГАБРОВО,ТРЯВНА,ГР. ТРЯВНА,9634,8806
00117,ГАБРОВО,ТРЯВНА,С. АЗМАНИТЕ,5,7
00641,ГАБРОВО,ТРЯВНА,С. АРМЯНКОВЦИ,1,6
02563,ГАБРОВО,ТРЯВНА,С. БАНГЕЙЦИ,21,30
02943,ГАБРОВО,ТРЯВНА,С. БАХРЕЦИ,4,6
03513,ГАБРОВО,ТРЯВНА,С. БЕЛИЦА,24,46
04025,ГАБРОВО,ТРЯВНА,С. БИЖОВЦИ,6,4
06241,ГАБРОВО,ТРЯВНА,С. БРЕЖНИЦИТЕ,2,5
07404,ГАБРОВО,ТРЯВНА,С. БЪРДАРИТЕ,0,6
07421,ГАБРОВО,ТРЯВНА,С. БЪРДЕНИ,2,17
10344,ГАБРОВО,ТРЯВНА,С. ВЕЛЕНЦИ,1,5
10570,ГАБРОВО,ТРЯВНА,С. ВЕЛЧОВЦИ,1,2
11956,ГАБРОВО,ТРЯВНА,С. ВОЙНИЦИТЕ,0,1
56304,ГАБРОВО,ТРЯВНА,С. ГЕНЧОВЦИ,5,7
15196,ГАБРОВО,ТРЯВНА,С. ГЛУТНИЦИТЕ,1,7
16506,ГАБРОВО,ТРЯВНА,С. ГОРНИ ДАМЯНОВЦИ,1,5
16609,ГАБРОВО,ТРЯВНА,С. ГОРНИ РАДКОВЦИ,2,2
21035,ГАБРОВО,ТРЯВНА,С. ДИМИЕВЦИ,1,1
21378,ГАБРОВО,ТРЯВНА,С. ДОБРЕВЦИ,9,13
22527,ГАБРОВО,ТРЯВНА,С. ДОЛНИ ТОМЧЕВЦИ,4,7
22962,ГАБРОВО,ТРЯВНА,С. ДОНКИНО,0,1
22993,ГАБРОВО,ТРЯВНА,С. ДОНЧОВЦИ,5,7
23279,ГАБРОВО,ТРЯВНА,С. ДРАГНЕВЦИ,1,21
23594,ГАБРОВО,ТРЯВНА,С. ДРАНДАРИТЕ,0,11
27526,ГАБРОВО,ТРЯВНА,С. ЕНЧОВЦИ,10,18
30733,ГАБРОВО,ТРЯВНА,С. ЗЕЛЕНИКА,5,7
34062,ГАБРОВО,ТРЯВНА,С. ЙОВОВЦИ,1,3
36720,ГАБРОВО,ТРЯВНА,С. КАШЕНЦИ,0,7
36765,ГАБРОВО,ТРЯВНА,С. КЕРЕНИТЕ,0,4
36988,ГАБРОВО,ТРЯВНА,С. КИСЕЛКОВЦИ,1,1
36991,ГАБРОВО,ТРЯВНА,С. КИСИЙЦИТЕ,29,27
37890,ГАБРОВО,ТРЯВНА,С. КОЙЧОВЦИ,0,4
38234,ГАБРОВО,ТРЯВНА,С. КОНАРСКОТО,2,0
39685,ГАБРОВО,ТРЯВНА,С. КРЕСЛЮВЦИ,2,2
40364,ГАБРОВО,ТРЯВНА,С. КРЪСТЕЦ,7,11
46512,ГАБРОВО,ТРЯВНА,С. МАЛКИ СТАНЧОВЦИ,3,8
47072,ГАБРОВО,ТРЯВНА,С. МАНЕВЦИ,8,7
47384,ГАБРОВО,ТРЯВНА,С. МАРУЦЕКОВЦИ,2,3
47456,ГАБРОВО,ТРЯВНА,С. МАТЕШОВЦИ,0,1
48177,ГАБРОВО,ТРЯВНА,С. МИЛЕВЦИ,6,9
49271,ГАБРОВО,ТРЯВНА,С. МРЪЗЕЦИ,6,7
51603,ГАБРОВО,ТРЯВНА,С. НИКОЛАЕВО,6,7
52355,ГАБРОВО,ТРЯВНА,С. НОЖЕРИТЕ,0,7
52369,ГАБРОВО,ТРЯВНА,С. НОСЕИТЕ,1,5
53477,ГАБРОВО,ТРЯВНА,С. ОКОЛИИТЕ,6,13
54523,ГАБРОВО,ТРЯВНА,С. ОШАНИТЕ,0,2
56900,ГАБРОВО,ТРЯВНА,С. ПОБЪК,1,0
58284,ГАБРОВО,ТРЯВНА,С. ПРЕСТОЙ,12,46
61323,ГАБРОВО,ТРЯВНА,С. РАДЕВЦИ,37,51
61409,ГАБРОВО,ТРЯВНА,С. РАДИНО,8,13
61649,ГАБРОВО,ТРЯВНА,С. РАЕВЦИ,0,2
61916,ГАБРОВО,ТРЯВНА,С. РАЙНУШКОВЦИ,0,2
62120,ГАБРОВО,ТРЯВНА,С. РАЛЕВЦИ,1,1
62308,ГАБРОВО,ТРЯВНА,С. РАШОВИТЕ,0,2
63210,ГАБРОВО,ТРЯВНА,С. РУЕВЦИ,3,2
65735,ГАБРОВО,ТРЯВНА,С. СВИРЦИ,4,5
66344,ГАБРОВО,ТРЯВНА,С. СЕЧЕН КАМЪК,4,5
66857,ГАБРОВО,ТРЯВНА,С. СКОРЦИТЕ,1,4
67427,ГАБРОВО,ТРЯВНА,С. СЛИВОВО,1,0
68823,ГАБРОВО,ТРЯВНА,С. СТАНЧОВ ХАН,15,13
72535,ГАБРОВО,ТРЯВНА,С. ТОДОРЕЦИТЕ,4,8
72669,ГАБРОВО,ТРЯВНА,С. ТОМЧЕВЦИ,1,1
76220,ГАБРОВО,ТРЯВНА,С. ФЪРЕВЦИ,0,5
76234,ГАБРОВО,ТРЯВНА,С. ФЪРТУНИ,1,0
77459,ГАБРОВО,ТРЯВНА,С. ХРИСТОВЦИ,5,7
80114,ГАБРОВО,ТРЯВНА,С. ЧАКАЛИТЕ,9,8
81058,ГАБРОВО,ТРЯВНА,С. ЧЕРНОВРЪХ,45,77
87117,ГАБРОВО,ТРЯВНА,С. ЯВОР,3,2
02508,ДОБРИЧ,БАЛЧИК,ГР. БАЛЧИК,13393,12579
03174,ДОБРИЧ,БАЛЧИК,С. БЕЗВОДИЦА,351,394
04515,ДОБРИЧ,БАЛЧИК,С. БОБОВЕЦ,172,110
06793,ДОБРИЧ,БАЛЧИК,С. БРЯСТОВО,10,2
18160,ДОБРИЧ,БАЛЧИК,С. ГУРКОВО,473,522
23769,ДОБРИЧ,БАЛЧИК,С. ДРОПЛА,273,247
24387,ДОБРИЧ,БАЛЧИК,С. ДЪБРАВА,144,171
31245,ДОБРИЧ,БАЛЧИК,С. ЗМЕЕВО,202,223
36453,ДОБРИЧ,БАЛЧИК,С. КАРВУНА,0,1
39459,ДОБРИЧ,БАЛЧИК,С. КРАНЕВО,670,1236
39623,ДОБРИЧ,БАЛЧИК,С. КРЕМЕНА,158,154
44882,ДОБРИЧ,БАЛЧИК,С. ЛЯХОВО,495,436
53120,ДОБРИЧ,БАЛЧИК,С. ОБРОЧИЩЕ,2348,2392
58270,ДОБРИЧ,БАЛЧИК,С. ПРЕСПА,220,238
62788,ДОБРИЧ,БАЛЧИК,С. РОГАЧЕВО,184,340
66250,ДОБРИЧ,БАЛЧИК,С. СЕНОКОС,577,581
67951,ДОБРИЧ,БАЛЧИК,С. СОКОЛОВО,1026,939
69643,ДОБРИЧ,БАЛЧИК,С. СТРАЖИЦА,474,554
73095,ДОБРИЧ,БАЛЧИК,С. ТРИГОРЦИ,124,136
77390,ДОБРИЧ,БАЛЧИК,С. ХРАБРОВО,54,70
48982,ДОБРИЧ,БАЛЧИК,С. ЦАРИЧИНО,110,162
78639,ДОБРИЧ,БАЛЧИК,С. ЦЪРКВА,267,328
14711,ДОБРИЧ,ГЕНЕРАЛ ТОШЕВО,ГР. ГЕНЕРАЛ ТОШЕВО,7157,6517
00360,ДОБРИЧ,ГЕНЕРАЛ ТОШЕВО,С. АЛЕКСАНДЪР СТАМБОЛИЙСКИ,26,27
02484,ДОБРИЧ,ГЕНЕРАЛ ТОШЕВО,С. БАЛКАНЦИ,53,59
03157,ДОБРИЧ,ГЕНЕРАЛ ТОШЕВО,С. БЕЖАНОВО,58,72
10183,ДОБРИЧ,ГЕНЕРАЛ ТОШЕВО,С. ВАСИЛЕВО,383,366
10422,ДОБРИЧ,ГЕНЕРАЛ ТОШЕВО,С. ВЕЛИКОВО,32,40
11329,ДОБРИЧ,ГЕНЕРАЛ ТОШЕВО,С. ВИЧОВО,7,17
18575,ДОБРИЧ,ГЕНЕРАЛ ТОШЕВО,С. ГОРИЦА,106,117
17511,ДОБРИЧ,ГЕНЕРАЛ ТОШЕВО,С. ГРАДИНИ,27,45
24339,ДОБРИЧ,ГЕНЕРАЛ ТОШЕВО,С. ДЪБОВИК,99,139
29444,ДОБРИЧ,ГЕНЕРАЛ ТОШЕВО,С. ЖИТЕН,134,162
31303,ДОБРИЧ,ГЕНЕРАЛ ТОШЕВО,С. ЗОГРАФ,73,90
32467,ДОБРИЧ,ГЕНЕРАЛ ТОШЕВО,С. ИЗВОРОВО,213,202
34045,ДОБРИЧ,ГЕНЕРАЛ ТОШЕВО,С. ЙОВКОВО,861,296
35393,ДОБРИЧ,ГЕНЕРАЛ ТОШЕВО,С. КАЛИНА,45,81
36467,ДОБРИЧ,ГЕНЕРАЛ ТОШЕВО,С. КАРДАМ,920,830
38217,ДОБРИЧ,ГЕНЕРАЛ ТОШЕВО,С. КОНАРЕ,24,24
39284,ДОБРИЧ,ГЕНЕРАЛ ТОШЕВО,С. КРАИЩЕ,2,6
39534,ДОБРИЧ,ГЕНЕРАЛ ТОШЕВО,С. КРАСЕН,200,188
40885,ДОБРИЧ,ГЕНЕРАЛ ТОШЕВО,С. КЪПИНОВО,383,205
44179,ДОБРИЧ,ГЕНЕРАЛ ТОШЕВО,С. ЛОЗНИЦА,8,19
44714,ДОБРИЧ,ГЕНЕРАЛ ТОШЕВО,С. ЛЮЛЯКОВО,731,492
46351,ДОБРИЧ,ГЕНЕРАЛ ТОШЕВО,С. МАЛИНА,191,170
53391,ДОБРИЧ,ГЕНЕРАЛ ТОШЕВО,С. ОГРАЖДЕН,10,10
56040,ДОБРИЧ,ГЕНЕРАЛ ТОШЕВО,С. ПЕТЛЕШКОВО,210,195
56509,ДОБРИЧ,ГЕНЕРАЛ ТОШЕВО,С. ПИСАРОВО,93,59
56736,ДОБРИЧ,ГЕНЕРАЛ ТОШЕВО,С. ПЛЕНИМИР,56,63
58181,ДОБРИЧ,ГЕНЕРАЛ ТОШЕВО,С. ПРЕСЕЛЕНЦИ,236,231
58414,ДОБРИЧ,ГЕНЕРАЛ ТОШЕВО,С. ПРИСАД,500,468
58832,ДОБРИЧ,ГЕНЕРАЛ ТОШЕВО,С. ПЧЕЛАРОВО,560,556
61159,ДОБРИЧ,ГЕНЕРАЛ ТОШЕВО,С. РАВНЕЦ,287,247
62829,ДОБРИЧ,ГЕНЕРАЛ ТОШЕВО,С. РОГОЗИНА,165,147
63046,ДОБРИЧ,ГЕНЕРАЛ ТОШЕВО,С. РОСЕН,61,64
63094,ДОБРИЧ,ГЕНЕРАЛ ТОШЕВО,С. РОСИЦА,442,292
66620,ДОБРИЧ,ГЕНЕРАЛ ТОШЕВО,С. СИРАКОВО,48,64
67756,ДОБРИЧ,ГЕНЕРАЛ ТОШЕВО,С. СНОП,65,83
67773,ДОБРИЧ,ГЕНЕРАЛ ТОШЕВО,С. СНЯГОВО,312,155
68196,ДОБРИЧ,ГЕНЕРАЛ ТОШЕВО,С. СПАСОВО,973,897
68326,ДОБРИЧ,ГЕНЕРАЛ ТОШЕВО,С. СРЕДИНА,62,67
70634,ДОБРИЧ,ГЕНЕРАЛ ТОШЕВО,С. СЪРНИНО,57,43
75068,ДОБРИЧ,ГЕНЕРАЛ ТОШЕВО,С. УЗОВО,6,11
81219,ДОБРИЧ,ГЕНЕРАЛ ТОШЕВО,С. ЧЕРНООКОВО,191,229
00429,ДОБРИЧ,ДОБРИЧ-СЕЛСКА,С. АЛЦЕК,441,418
02871,ДОБРИЧ,ДОБРИЧ-СЕЛСКА,С. БАТОВО,713,643
03040,ДОБРИЧ,ДОБРИЧ-СЕЛСКА,С. БДИНЦИ,54,76
03860,ДОБРИЧ,ДОБРИЧ-СЕЛСКА,С. БЕНКОВСКИ,2429,861
04580,ДОБРИЧ,ДОБРИЧ-СЕЛСКА,С. БОГДАН,132,156
05061,ДОБРИЧ,ДОБРИЧ-СЕЛСКА,С. БОЖУРОВО,1435,928
06104,ДОБРИЧ,ДОБРИЧ-СЕЛСКА,С. БРАНИЩЕ,436,474
10307,ДОБРИЧ,ДОБРИЧ-СЕЛСКА,С. ВЕДРИНА,643,613
11421,ДОБРИЧ,ДОБРИЧ-СЕЛСКА,С. ВЛАДИМИРОВО,170,236
11781,ДОБРИЧ,ДОБРИЧ-СЕЛСКА,С. ВОДНЯНЦИ,529,429
12231,ДОБРИЧ,ДОБРИЧ-СЕЛСКА,С. ВРАТАРИТЕ,38,58
12262,ДОБРИЧ,ДОБРИЧ-СЕЛСКА,С. ВРАЧАНЦИ,44,82
14684,ДОБРИЧ,ДОБРИЧ-СЕЛСКА,С. ГЕНЕРАЛ КОЛЕВО,80,89
14862,ДОБРИЧ,ДОБРИЧ-СЕЛСКА,С. ГЕШАНОВО,52,93
20359,ДОБРИЧ,ДОБРИЧ-СЕЛСКА,С. ДЕБРЕНЕ,59,121
21350,ДОБРИЧ,ДОБРИЧ-СЕЛСКА,С. ДОБРЕВО,42,47
21957,ДОБРИЧ,ДОБРИЧ-СЕЛСКА,С. ДОЛИНА,209,187
22988,ДОБРИЧ,ДОБРИЧ-СЕЛСКА,С. ДОНЧЕВО,838,842
23128,ДОБРИЧ,ДОБРИЧ-СЕЛСКА,С. ДРАГАНОВО,173,174
23933,ДОБРИЧ,ДОБРИЧ-СЕЛСКА,С. ДРЯНОВЕЦ,16,28
27468,ДОБРИЧ,ДОБРИЧ-СЕЛСКА,С. ЕНЕВО,654,245
29489,ДОБРИЧ,ДОБРИЧ-СЕЛСКА,С. ЖИТНИЦА,473,510
31067,ДОБРИЧ,ДОБРИЧ-СЕЛСКА,С. ЗЛАТИЯ,88,107
35674,ДОБРИЧ,ДОБРИЧ-СЕЛСКА,С. КАМЕН,213,156
36419,ДОБРИЧ,ДОБРИЧ-СЕЛСКА,С. КАРАПЕЛИТ,1185,1168
37808,ДОБРИЧ,ДОБРИЧ-СЕЛСКА,С. КОЗЛОДУЙЦИ,375,460
39061,ДОБРИЧ,ДОБРИЧ-СЕЛСКА,С. КОТЛЕНЦИ,231,283
39242,ДОБРИЧ,ДОБРИЧ-СЕЛСКА,С. КРАГУЛЕВО,20,49
43997,ДОБРИЧ,ДОБРИЧ-СЕЛСКА,С. ЛОВЧАНЦИ,895,921
44272,ДОБРИЧ,ДОБРИЧ-СЕЛСКА,С. ЛОМНИЦА,385,332
43431,ДОБРИЧ,ДОБРИЧ-СЕЛСКА,С. ЛЯСКОВО,359,379
46454,ДОБРИЧ,ДОБРИЧ-СЕЛСКА,С. МАЛКА СМОЛНИЦА,72,89
47679,ДОБРИЧ,ДОБРИЧ-СЕЛСКА,С. МЕДОВО,31,39
47901,ДОБРИЧ,ДОБРИЧ-СЕЛСКА,С. МЕТОДИЕВО,173,240
48088,ДОБРИЧ,ДОБРИЧ-СЕЛСКА,С. МИЛАДИНОВЦИ,86,103
52038,ДОБРИЧ,ДОБРИЧ-СЕЛСКА,С. НОВО БОТЕВО,17,33
53210,ДОБРИЧ,ДОБРИЧ-СЕЛСКА,С. ОВЧАРОВО,595,500
53432,ДОБРИЧ,ДОБРИЧ-СЕЛСКА,С. ОДРИНЦИ,144,219
53450,ДОБРИЧ,ДОБРИЧ-СЕЛСКА,С. ОДЪРЦИ,685,661
53597,ДОБРИЧ,ДОБРИЧ-СЕЛСКА,С. ОПАНЕЦ,109,182
53881,ДОБРИЧ,ДОБРИЧ-СЕЛСКА,С. ОРЛОВА МОГИЛА,64,94
